,Model_box,Compartment,MP_form,Size_Bin,k_discorporation,k_fragmentation,k_heteroaggregation,k_heteroaggregate_breackup,k_biofouling,k_defouling,k_advective_transport,k_settling,k_rising,k_mixing,k_sea_spray_aerosol,k_sediment_resuspension,k_burial,k_runoff_transport,k_tillage,k_percolation,k_soil_air_resuspension,k_sequestration_deep_soils,k_wind_trasport,k_dry_depossition,k_wet_depossition
0,Utopia,Ocean_Surface_Water,freeMP,mp1,1.6045073624072808e-09,7.927447995941148e-07,378434.28980473353,0.0,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Utopia,Ocean_Surface_Water,freeMP,mp2,1.6045073624072808e-09,7.927447995941147e-08,39.35069130930067,0.0,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Utopia,Ocean_Surface_Water,freeMP,mp3,1.6045073624072808e-09,7.927447995941148e-09,0.005524980025994193,0.0,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Utopia,Ocean_Surface_Water,freeMP,mp4,1.6045073624072808e-09,7.927447995941146e-10,5.249334147510355e-06,0.0,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Utopia,Ocean_Surface_Water,freeMP,mp5,1.6045073624072808e-09,7.927447995941148e-11,8.217077030134274e-07,0.0,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Utopia,Ocean_Surface_Water,heterMP,mp1,1.6045073624072808e-10,7.927447995943793e-07,0.0,37843.42897838838,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Utopia,Ocean_Surface_Water,heterMP,mp2,1.6045073624072808e-10,7.927447998583635e-08,0.0,3.9350689221924684,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Utopia,Ocean_Surface_Water,heterMP,mp3,1.6045073624072808e-10,7.927450638422937e-09,0.0,0.0005524768976916348,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Utopia,Ocean_Surface_Water,heterMP,mp4,1.6045073624072808e-10,7.930089598267936e-10,0.0,5.226813406359178e-07,1.1574074074074074e-06,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Utopia,Ocean_Surface_Water,heterMP,mp5,1.6045073624072808e-10,9.987958602033187e-11,0.0,8.318975463917088e-08,1.1574074074074074e-06,0.0,5.8157894736842105e-09,1.0898343867133186e-08,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Utopia,Ocean_Surface_Water,biofMP,mp1,3.2090147248145615e-10,7.94330289193303e-07,660023.4561330448,0.0,0.0,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Utopia,Ocean_Surface_Water,biofMP,mp2,3.2090147248145615e-10,8.085996955859972e-08,28.502906418583084,0.0,0.0,0.0,5.8157894736842105e-09,8.032107742728616e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Utopia,Ocean_Surface_Water,biofMP,mp3,3.2090147248145615e-10,9.512937595129377e-09,0.1414485853709565,0.0,0.0,0.0,5.8157894736842105e-09,3.092277755018431e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Utopia,Ocean_Surface_Water,biofMP,mp4,3.2090147248145615e-10,2.3782343987823448e-09,0.001460987596205876,0.0,0.0,0.0,5.8157894736842105e-09,4.708188242523557e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Utopia,Ocean_Surface_Water,biofMP,mp5,3.2090147248145615e-10,1.6647640791476412e-09,0.0003895286724124211,0.0,0.0,0.0,5.8157894736842105e-09,2.399732728097385e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Utopia,Ocean_Surface_Water,heterBiofMP,mp1,8.022536812036404e-11,7.943302891935664e-07,0.0,66002.3456091228,0.0,0.0,5.8157894736842105e-09,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Utopia,Ocean_Surface_Water,heterBiofMP,mp2,8.022536812036404e-11,8.085996958399846e-08,0.0,2.8502910716599983,0.0,0.0,5.8157894736842105e-09,8.03210911101244e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Utopia,Ocean_Surface_Water,heterBiofMP,mp3,8.022536812036404e-11,9.512939430186434e-09,0.0,0.014144912614497499,0.0,0.0,5.8157894736842105e-09,3.092288810371086e-05,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Utopia,Ocean_Surface_Water,heterBiofMP,mp4,8.022536812036404e-11,2.3782637593383765e-09,0.0,0.00014611410939056367,0.0,0.0,5.8157894736842105e-09,4.708596186778864e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Utopia,Ocean_Surface_Water,heterBiofMP,mp5,8.022536812036404e-11,1.6648239972328921e-09,0.0,3.8964040946189766e-05,0.0,0.0,5.8157894736842105e-09,2.400312156718272e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Utopia,Ocean_Mixed_Water,freeMP,mp1,1.6045073624072808e-09,0.0,378434.28980473353,0.0,3.858024691358025e-07,0.0,2.21e-09,0.0,0.0025117779598525193,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Utopia,Ocean_Mixed_Water,freeMP,mp2,1.6045073624072808e-09,0.0,39.35069130930067,0.0,3.858024691358025e-07,0.0,2.21e-09,0.0,2.5117779598525188e-05,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Utopia,Ocean_Mixed_Water,freeMP,mp3,1.6045073624072808e-09,0.0,0.005524980025994193,0.0,3.858024691358025e-07,0.0,2.21e-09,0.0,2.511777959852519e-07,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Utopia,Ocean_Mixed_Water,freeMP,mp4,1.6045073624072808e-09,0.0,5.249334147510355e-06,0.0,3.858024691358025e-07,0.0,2.21e-09,0.0,2.5117779598525193e-09,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Utopia,Ocean_Mixed_Water,freeMP,mp5,1.6045073624072808e-09,0.0,8.217077030134274e-07,0.0,3.858024691358025e-07,0.0,2.21e-09,0.0,2.511777959852519e-11,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Utopia,Ocean_Mixed_Water,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,37843.42897838838,3.858024691358025e-07,0.0,2.21e-09,0.0,0.002511777959711862,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Utopia,Ocean_Mixed_Water,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,3.9350689221924684,3.858024691358025e-07,0.0,2.21e-09,0.0,2.5117778191929702e-05,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Utopia,Ocean_Mixed_Water,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.0005524768976916348,3.858024691358025e-07,0.0,2.21e-09,0.0,2.5116373003339466e-07,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Utopia,Ocean_Mixed_Water,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,5.226813406359178e-07,3.858024691358025e-07,0.0,2.21e-09,0.0,2.371165528227895e-09,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Utopia,Ocean_Mixed_Water,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,8.318975463917088e-08,3.858024691358025e-07,0.0,2.21e-09,1.0898343867133187e-09,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Utopia,Ocean_Mixed_Water,biofMP,mp1,3.2090147248145615e-10,0.0,660023.4561330448,0.0,0.0,0.0,2.21e-09,0.0,0.002180232861703888,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Utopia,Ocean_Mixed_Water,biofMP,mp2,3.2090147248145615e-10,0.0,28.502906418583084,0.0,0.0,0.0,2.21e-09,8.032107742728615e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Utopia,Ocean_Mixed_Water,biofMP,mp3,3.2090147248145615e-10,0.0,0.1414485853709565,0.0,0.0,0.0,2.21e-09,3.0922777550184305e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Utopia,Ocean_Mixed_Water,biofMP,mp4,3.2090147248145615e-10,0.0,0.001460987596205876,0.0,0.0,0.0,2.21e-09,4.708188242523558e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Utopia,Ocean_Mixed_Water,biofMP,mp5,3.2090147248145615e-10,0.0,0.0003895286724124211,0.0,0.0,0.0,2.21e-09,2.3997327280973847e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Utopia,Ocean_Mixed_Water,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,66002.3456091228,0.0,0.0,2.21e-09,0.0,0.002180232861563626,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Utopia,Ocean_Mixed_Water,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,2.8502910716599983,0.0,0.0,2.21e-09,8.03210911101244e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Utopia,Ocean_Mixed_Water,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.014144912614497499,0.0,0.0,2.21e-09,3.092288810371086e-06,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Utopia,Ocean_Mixed_Water,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.00014611410939056367,0.0,0.0,2.21e-09,4.7085961867788646e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Utopia,Ocean_Mixed_Water,heterBiofMP,mp5,8.022536812036404e-11,0.0,0.0,3.8964040946189766e-05,0.0,0.0,2.21e-09,2.4003121567182717e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Utopia,Ocean_Column_Water,freeMP,mp1,1.6045073624072808e-09,0.0,378434.28980473353,0.0,3.858024691358025e-08,0.0,2.21e-11,0.0,8.372593199508397e-05,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Utopia,Ocean_Column_Water,freeMP,mp2,1.6045073624072808e-09,0.0,39.35069130930067,0.0,3.858024691358025e-08,0.0,2.21e-11,0.0,8.372593199508396e-07,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Utopia,Ocean_Column_Water,freeMP,mp3,1.6045073624072808e-09,0.0,0.005524980025994193,0.0,3.858024691358025e-08,0.0,2.21e-11,0.0,8.372593199508398e-09,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Utopia,Ocean_Column_Water,freeMP,mp4,1.6045073624072808e-09,0.0,5.249334147510355e-06,0.0,3.858024691358025e-08,0.0,2.21e-11,0.0,8.372593199508398e-11,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Utopia,Ocean_Column_Water,freeMP,mp5,1.6045073624072808e-09,0.0,8.217077030134274e-07,0.0,3.858024691358025e-08,0.0,2.21e-11,0.0,8.372593199508396e-13,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Utopia,Ocean_Column_Water,heterMP,mp1,1.6045073624072808e-10,0.0,0.0,37843.42897838838,3.858024691358025e-08,0.0,2.21e-11,0.0,8.372593199039538e-05,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Utopia,Ocean_Column_Water,heterMP,mp2,1.6045073624072808e-10,0.0,0.0,3.9350689221924684,3.858024691358025e-08,0.0,2.21e-11,0.0,8.372592730643233e-07,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Utopia,Ocean_Column_Water,heterMP,mp3,1.6045073624072808e-10,0.0,0.0,0.0005524768976916348,3.858024691358025e-08,0.0,2.21e-11,0.0,8.37212433444649e-09,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Utopia,Ocean_Column_Water,heterMP,mp4,1.6045073624072808e-10,0.0,0.0,5.226813406359178e-07,3.858024691358025e-08,0.0,2.21e-11,0.0,7.903885094092983e-11,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Utopia,Ocean_Column_Water,heterMP,mp5,1.6045073624072808e-10,0.0,0.0,8.318975463917088e-08,3.858024691358025e-08,0.0,2.21e-11,3.632781289044396e-11,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Utopia,Ocean_Column_Water,biofMP,mp1,3.2090147248145615e-10,0.0,660023.4561330448,0.0,0.0,0.0,2.21e-11,0.0,7.267442872346294e-05,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Utopia,Ocean_Column_Water,biofMP,mp2,3.2090147248145615e-10,0.0,28.502906418583084,0.0,0.0,0.0,2.21e-11,2.677369247576205e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Utopia,Ocean_Column_Water,biofMP,mp3,3.2090147248145615e-10,0.0,0.1414485853709565,0.0,0.0,0.0,2.21e-11,1.0307592516728102e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Utopia,Ocean_Column_Water,biofMP,mp4,3.2090147248145615e-10,0.0,0.001460987596205876,0.0,0.0,0.0,2.21e-11,1.569396080841186e-08,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Utopia,Ocean_Column_Water,biofMP,mp5,3.2090147248145615e-10,0.0,0.0003895286724124211,0.0,0.0,0.0,2.21e-11,7.99910909365795e-09,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Utopia,Ocean_Column_Water,heterBiofMP,mp1,8.022536812036404e-11,0.0,0.0,66002.3456091228,0.0,0.0,2.21e-11,0.0,7.267442871878754e-05,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Utopia,Ocean_Column_Water,heterBiofMP,mp2,8.022536812036404e-11,0.0,0.0,2.8502910716599983,0.0,0.0,2.21e-11,2.677369703670813e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Utopia,Ocean_Column_Water,heterBiofMP,mp3,8.022536812036404e-11,0.0,0.0,0.014144912614497499,0.0,0.0,2.21e-11,1.030762936790362e-07,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Utopia,Ocean_Column_Water,heterBiofMP,mp4,8.022536812036404e-11,0.0,0.0,0.00014611410939056367,0.0,0.0,2.21e-11,1.5695320622596214e-08,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Utopia,Ocean_Column_Water,heterBiofMP,mp5,8.022536812036404e-11,0.0,0.0,3.8964040946189766e-05,0.0,0.0,2.21e-11,8.00104052239424e-09,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Utopia,Coast_Surface_Water,freeMP,mp1,1.6045073624072808e-09,7.927447995941148e-07,2749337.7260734024,0.0,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Utopia,Coast_Surface_Water,freeMP,mp2,1.6045073624072808e-09,7.927447995941147e-08,376.02355705855257,0.0,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Utopia,Coast_Surface_Water,freeMP,mp3,1.6045073624072808e-09,7.927447995941148e-09,0.1419806833061488,0.0,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Utopia,Coast_Surface_Water,freeMP,mp4,1.6045073624072808e-09,7.927447995941146e-10,0.00017020153346341958,0.0,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Utopia,Coast_Surface_Water,freeMP,mp5,1.6045073624072808e-09,7.927447995941148e-11,6.554094834277143e-06,0.0,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Utopia,Coast_Surface_Water,heterMP,mp1,1.6045073624072808e-10,7.927447995943793e-07,0.0,274933.77259275544,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Utopia,Coast_Surface_Water,heterMP,mp2,1.6045073624072808e-10,7.927447998583635e-08,0.0,37.602354254738906,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Utopia,Coast_Surface_Water,heterMP,mp3,1.6045073624072808e-10,7.927450638422937e-09,0.0,0.01419793082455969,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Utopia,Coast_Surface_Water,heterMP,mp4,1.6045073624072808e-10,7.930089598267936e-10,0.0,1.7016520841367147e-05,1.1574074074074074e-06,0.0,1.8e-06,0.0,0.0,0.0,2.36e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
